,id,title,rating,user
10,6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",0,21
11,15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",0,21
12,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",0,21
13,34121119,Camino Island (Camino Island #1),0,21
14,32075671,"The Hate U Give (The Hate U Give, #1)",0,21
15,35657511,Warlight,0,21
16,77203,The Kite Runner,0,21
17,19063,The Book Thief,0,21
18,18872786,The Yellow Birds,3,21
19,2138727,Mudbound,0,21
0,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",0,23
1,5907,"The Hobbit, or There and Back Again",5,23
2,140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",5,23
3,128048,"Carry On, Mr. Bowditch",5,23
4,10210,Jane Eyre,0,23
5,47021,The Taming of the Shrew,5,23
6,11149,The Screwtape Letters,5,23
0,6707021,Ashtavakra Gita,0,24
0,11653632,The Life of St. Paul,0,30
0,2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",0,31
0,3375130,The Doctrine of the Christian Life,0,32
1,25971526,The Imperfect Pastor: Discovering Joy in Our Limitations through a Daily Apprenticeship with Jesus,0,32
2,2932850,What Is Your Church's Personality?: Discovering and Developing the Ministry Style of Your Church,0,32
3,274172,"The Wisdom of Proverbs, Job, and Ecclesiastes: An Introduction to Wisdom Literature",3,32
4,989235,Encountering the Book of Romans: A Theological Survey,4,32
5,13799958,When Life Goes Dark: Finding Hope in the Midst of Depression,4,32
6,14778,Chosen By God: Know God's Perfect Plan for His Glory and His Children,0,32
7,761197,The Mystery of Providence,0,32
8,546319,The Works of Benjamin B. Warfield,0,32
9,546358,The Plan Of Salvation,0,32
10,6594036,Calvin,4,32
11,210929,The Way of the Heart: The Spirituality of the Desert Fathers and Mothers,0,32
12,80113,True Spirituality: How to Live for Jesus Moment by Moment,0,32
13,210220,The Supremacy of God in Preaching,0,32
14,8651474,The God Who Is There: Finding Your Place in God's Story,0,32
15,135451,God of Promise: Introducing Covenant Theology,0,32
16,7230,The Wounded Healer: Ministry in Contemporary Society,0,32
17,80110,The Francis A. Schaeffer Trilogy: The 3 Essential Books in 1 Volume/the God Who Is There/Escape from Reason/He Is There and He Is Not Silent,0,32
18,259143,Faith Seeking Understanding: An Introduction to Christian Theology,0,32
19,43011,Biblical Preaching: The Development and Delivery of Expository Messages,0,32
0,840,The Design of Everyday Things,5,34
1,13259270,Free Will,4,34
2,2265508,Geekonomics: The Real Cost of Insecure Software,0,34
3,40022576,أطياف هنري ولكم,3,34
4,9003982,مالم يخبرني به أبي عن الحياة,3,34
5,1611988,A Prisoner of Birth,0,34
0,6527740,"Last Sacrifice (Vampire Academy, #6)",0,35
1,5996153,"Blood Promise (Vampire Academy, #4)",4,35
2,2802316,"Shadow Kiss (Vampire Academy, #3)",4,35
3,345627,"Vampire Academy (Vampire Academy, #1)",5,35
4,2282133,"Frostbite (Vampire Academy, #2)",5,35
5,6479259,"Spirit Bound (Vampire Academy, #5)",0,35
6,13125947,"Reached (Matched, #3)",0,35
7,7735333,"Matched (Matched, #1)",5,35
8,9794437,"Crossed (Matched, #2)",5,35
9,13508220,"Dark Bites (Dark-Hunter #22.5; Hellchaser, #0.5; Dream-Hunter, #0.5; Were-Hunter, #3.5)",3,35
10,490403,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",3,35
11,12077553,"Time Untime (Dark-Hunter #21; Hellchaser, #4; Were-Hunter, #7)",4,35
12,4352708,Bad Moon Rising (Dark-Hunter #18; Were-Hunter #4; Hellchaser #2),5,35
13,3426508,Fear the Darkness (Dark-Hunterverse #11.5),3,35
14,7200351,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",5,35
15,6875246,A Dark-Hunter Christmas (Dark-Hunter #3.6),5,35
16,490276,"The Dark-Hunter Companion (includes Dark-Hunter, #7.5)",3,35
17,9065265,"Retribution (Dark-Hunter, #19)",3,35
18,3122173,One Silent Night (Dark-Hunter #15),4,35
19,84135,Sins of the Night (Dark-Hunter #7),4,35
0,96259,Crush,0,36
1,17879,Crime and Punishment,0,36
2,15931,"The Notebook (The Notebook, #1)",0,36
3,36320,Tales of the Cthulhu Mythos,0,36
0,54503121,Growing Season,0,37
1,31825081,Sodom Had No Bible,0,37
2,6544179,"Last Light (Restoration, #1)",0,37
3,44652942,Beyond Betrayal,0,37
4,23217086,"When God Doesn't Fix It: Lessons You Never Wanted to Learn, Truths You Can't Live Without",0,37
5,32148570,Before We Were Yours,0,37
6,33613129,The Right Time,5,37
7,43731944,"How Happiness Happens: Finding Lasting Joy in a World of Comparison, Disappointment, and Unmet Expectations",0,37
8,15997462,A Perfect Mistress,3,37
9,165190,Six Hours One Friday: Living in the Power of the Cross,0,37
10,10860921,"The Story: The Bible as One Continuing Story of God and His People, NIV",4,37
11,13343902,"Special Delivery (Hollywood Hills, #1)",0,37
12,12779811,Hostel Takeover,3,37
13,35083338,"Sisters Like Us (Mischief Bay, #4)",0,37
14,36965731,Lift Up Your Voice: 21 Daily Devotions for Your Daniel Fast,5,37
15,29580594,"Because of Bethlehem: Every Day a Christmas, Every Heart a Manger",4,37
16,11673747,Storm World: Speaker Of The Gods,0,37
17,20436039,I Deserve a Donut (And Other Lies That Make You Eat): A Christian Weight Loss Resource,0,37
18,1551349,Deceptive Diagnosis: When Sin Is Called Sickness,0,37
19,19190289,The Clear Light of Day: A Novel,1,37
0,17349126,Focus: The Hidden Driver of Excellence,0,38
1,22907753,As 5 Tentações de CEO,3,38
2,22614878,Empresas Feitas para Vencer,0,38
3,7953485,Desperte o Gigante Interior,0,38
4,10377070,Satisfação Garantida - Delivering Happiness: No Caminho do Lucro e da Paixão,5,38
5,8686650,"Continuous Delivery: Reliable Software Releases Through Build, Test, and Deployment Automation",4,38
6,13105440,How Google Tests Software,0,38
7,3063393,Pragmatic Thinking and Learning: Refactor Your Wetware,3,38
8,16005945,Torne-se Inesquecível - Seja Uma Pessoa de Excelencia,5,38
9,16005822,Curso Sobre Domínio Em Liderança - Como Desafiar a Si Mesmo e Aos Outros Com Grandeza,5,38
10,6552424,O Código da Inteligência,4,38
11,15980494,Explore It!: Reduce Risk and Increase Confidence with Exploratory Testing,4,38
12,721338,Agile Retrospectives: Making Good Teams Great,4,38
13,7569952,The Pomodoro Technique,0,38
14,5341009,Agile Testing: A Practical Guide for Testers and Agile Teams,4,38
15,3159713,O monge e o executivo,4,38
16,10428890,Selenium Simplified: A Tutorial Guide to Using the Selenium API in Java with JUnit,4,38
0,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",0,39
0,49919778,Something Like Perfect,4,42
1,42870330,"Komi Can't Communicate, Vol. 1",0,42
2,50235819,"The Girl in the Love Song (Lost Boys, #1)",5,42
3,27189194,One True Loves,0,42
4,44034494,Great and Precious Things,4,42
5,49970354,"The Life You Stole (Life, #2)",4,42
6,51008731,"The Life That Mattered (Life, #1)",4,42
7,18775359,After I Do,4,42
8,25997383,Every Wrong Reason,3,42
9,48565586,Even If It Hurts,5,42
10,40525644,Chase the Butterflies,3,42
11,49582177,Love Game,0,42
12,52907934,Before You,5,42
13,43262893,The Wives,3,42
14,35130909,Frayed Silk,4,42
15,44582454,Regretting You,4,42
16,39779897,"Pretty Venom (Gray Springs University, #3)",4,42
17,38113950,"Bittersweet Always (Gray Springs University, #2)",4,42
18,43019444,Serenading Heartbreak,5,42
19,44035740,Fighting Absolution,5,42
0,1194328,The Study Skills Handbook,0,43
1,17330841,فن الحرب و إدارة المشروعات,0,43
2,1296073,"Handbook of Mathematical Functions: with Formulas, Graphs, and Mathematical Tables",0,43
0,13912,A Beautiful Mind,0,44
1,10335318,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",0,44
2,9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,0,44
3,2199,Team of Rivals: The Political Genius of Abraham Lincoln,0,44
0,18806637,Amintiri de la Junimea din Iași,5,47
1,41632535,The Celts: History and Treasures of an Ancient Civilisation,5,47
2,31343122,Mitt i byn - med kyrkan som följeslagare genom Sveriges historia,5,47
3,13330422,The Revenge Of Geography: What the Map Tells Us About Coming Conflicts and the Battle Against Fate,4,47
4,14028,Snow Country,5,47
5,39797050,Miturile celui de-al Doilea Razboi Mondial,3,47
6,115538,Moonfleet,5,47
7,17316568,The Sea and Civilization: A Maritime History of the World,5,47
8,125432,The Night in Lisbon,5,47
9,29227374,"România, ţară de hotar între creştini şi turci: cu aventuri din călătoria prin Europa răsăriteană și Asia apuseană",2,47
10,23599067,Memorii de război:  Amintiri din luptele de la Turtucaia. Pirin Planina:,4,47
11,835638,The Nutmeg of Consolation  (Aubrey & Maturin #14),5,47
12,38709476,Обещание. Авария. Собака. Тунель,4,47
13,297,Treasure Island,5,47
14,355697,All Quiet on the Western Front,5,47
15,1453150,Histoire De Venise: La République Du Lion,4,47
16,62446,The Prince and the Pauper,5,47
17,4250125,The Decorative Arts of the Mariner,5,47
18,3297175,And the Hippos Were Boiled in Their Tanks,4,47
19,13358713,La Lilieci (vol. 2),3,47
0,66658,"Necroscope V: Deadspawn (Necroscope, #5)",5,48
1,636742,"Necroscope III: The Source (Necroscope, #3)",5,48
2,60836,"Necroscope II: Vamphyri! (Necroscope, #2)",5,48
3,18007564,The Martian,5,48
4,386162,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",5,48
5,6329013,On the Origin of Species,0,48
6,1915249,Brian Lumley's Mythos Omnibus Volume 2,4,48
7,2995159,The Terror,4,48
8,1771089,"The House of Doors (House of Doors, #1)",3,48
9,881198,Necroscope IV: Deadspeak (Necroscope #4),5,48
10,7726420,How to Live Safely in a Science Fictional Universe,0,48
11,687938,Non-Stop,4,48
12,602452,Babel-17,3,48
13,1483013,The Touch,3,48
14,580379,Fruiting Bodies and Other Fungi,4,48
15,1260824,"Highway Holocaust (Freeway Warrior, #1)",5,48
16,636746,"Necroscope (Necroscope, #1)",5,48
0,5929296,"Pathophysiology and Therapeutics of Myocardial Ischemia: Proceedings of the A. N. Richards Symposium, Philadelphia, May 6-7, 1976",0,49
0,22544024,Secrets of a Charmed Life,0,53
1,21853621,The Nightingale,0,53
2,26247008,Truly Madly Guilty,0,53
3,18816603,Leaving Time,0,53
4,28587957,Small Great Things,0,53
5,16071764,"Lean In: Women, Work, and the Will to Lead",0,53
6,25275996,The Japanese Lover,0,53
7,28529753,The Dinner Party,0,53
8,21423525,Us,3,53
9,22609317,Luckiest Girl Alive,0,53
10,556602,Sarah's Key,0,53
11,22557272,The Girl on the Train,0,53
12,18143977,All the Light We Cannot See,0,53
13,22450859,The Boston Girl,0,53
14,9418327,Bossypants,0,53
15,12262741,Wild: From Lost to Found on the Pacific Crest Trail,4,53
16,18730156,All I Love and Know,5,53
17,18693716,One Plus One,0,53
18,6837103,The Kitchen House,0,53
19,15818107,Orphan Train,0,53
0,16248505,Blessed: A History of the American Prosperity Gospel,0,54
1,38525524,The Winters,0,54
2,17177645,Beneath the Dover Sky (The Danforths of Lancashire #2),0,54
3,18054726,London Dawn (The Danforths of Lancashire #3),0,54
4,15719352,Ashton Park (The Danforths of Lancashire #1),0,54
5,20575411,Lila,0,54
6,20156503,The Midwife,0,54
7,16922991,The Outcast: A Modern Retelling of The Scarlet Letter,0,54
8,20665079,The River,0,54
9,9999107,The American Heiress,0,54
10,682761,The Nazi Officer's Wife: How One Jewish Woman Survived the Holocaust,0,54
11,8932520,Deep Down True,1,54
12,9884770,A Watershed Year,0,54
13,593077,"Katie's Dream (The Wortham Family, #3)",0,54
14,593080,"Emma's Gift (The Wortham Family Series, #2)",0,54
15,262753,"Julia's Hope (The Wortham Family Series, #1)",0,54
16,19150940,"Rhinestone Jesus: Saying Yes to God When Sparkly, Safe Faith Is No Longer Enough",0,54
17,16115612,And the Mountains Echoed,0,54
18,3870943,The Apothecary's Daughter,0,54
19,8985459,"The Family Dinner: Great Ways to Connect with Your Kids, One Meal at a Time",0,54
0,77203,The Kite Runner,5,55
1,23150337,Playing It My Way: My Autobiography,3,55
2,15744582,Rahul Dravid: Timeless Steel,3,55
3,38500,Women,1,55
4,11125,Digital Fortress,4,55
5,20755955,The Accidental Prime Minister,4,55
6,7841656,Songs of Love and Death: All-Original Tales of Star-Crossed Love,3,55
0,3090465,"The Twilight Saga (Twilight, #1-4)",5,56
1,5359,The Client,5,56
2,87976,"The Tower Treasure (The Hardy Boys, #1)",5,56
3,32979,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",5,56
4,32499,The Pelican Brief,5,56
5,32542,"A Time to Kill (Jake Brigance, #1)",0,56
6,11125,Digital Fortress,0,56
7,976,Deception Point,0,56
8,14905,The Complete Novels,5,56
9,188572,The Complete Sherlock Holmes,5,56
10,93007,The Merry Adventures of Robin Hood,5,56
11,3590,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",5,56
12,5326,A Christmas Carol,5,56
13,662,Atlas Shrugged,0,56
14,7677,"Jurassic Park (Jurassic Park, #1)",0,56
15,960,"Angels & Demons (Robert Langdon, #1)",5,56
16,1656001,"The Host (The Host, #1)",5,56
17,7624272,"The Lost Hero (The Heroes of Olympus, #1)",5,56
18,28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",5,56
19,41865,"Twilight (Twilight, #1)",5,56
0,25982806,Original Fake,0,60
1,9969571,"Ready Player One (Ready Player One, #1)",5,60
2,23732682,Sharpie Art Workshop: Techniques and Ideas for Transforming Your World,3,60
3,31563982,"Whichwood (Furthermore, #2)",0,60
4,853510,"Murder on the Orient Express (Hercule Poirot, #10)",0,60
5,29923707,"One Dark Throne (Three Dark Crowns, #2)",5,60
6,35504431,Turtles All the Way Down,5,60
7,28962906,"Stalking Jack the Ripper (Stalking Jack the Ripper, #1)",0,60
8,25330489,Memories,4,60
9,33385229,They Both Die at the End,0,60
10,33785202,"The Dreadful Tale of Prosper Redding (Prosper Redding, #1)",0,60
11,19063,The Book Thief,0,60
12,28763485,The Sun Is Also a Star,0,60
13,28374007,"Three Dark Crowns (Three Dark Crowns, #1)",5,60
14,30613790,Dan and Phil Go Outside,0,60
15,29749085,"Wonder Woman: Warbringer (DC Icons, #1)",5,60
16,25224799,The Amazing Book Is Not on Fire,0,60
17,23305614,Finding Audrey,4,60
18,23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",0,60
19,17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",0,60
0,6681773,Game Plan for Life: Your Personal Playbook for Success,0,61
1,51136198,Leadership Strategy and Tactics: Field Manual,5,61
2,44223732,"The Dialectical Behavior Therapy Skills Workbook: Practical DBT Exercises for Learning Mindfulness, Interpersonal Effectiveness, Emotion Regulation, and ... (A New Harbinger Self-Help Workbook)",0,61
3,10663439,The Borderline Personality Disorder Survival Guide: Everything You Need to Know About Living with BPD,0,61
4,48567222,American Tough: How Not to Be Triggered in an Unsafe and Unpredictable World,0,61
5,31868130,"Getting Things Done with Adult ADHD: Stop wasting time, improve productivity, and stay focused with these get-it-done strategies. (ADDitude Book 1)",5,61
6,20932609,Heading Out On Your Own: 31 Basic Life Skills in 31 Days,0,61
7,1205297,Playing for Pizza,0,61
8,27235628,So You Think You Know Football?: The Armchair Ref's Guide to the Official Rules,0,61
9,25733994,"The Productivity Project: Accomplishing More by Managing Your Time, Attention, and Energy",0,61
10,22042079,Simon Fraser,0,61
11,35133922,Educated,0,61
12,20696006,Being Mortal: Medicine and What Matters in the End,0,61
13,34237826,Grant,0,61
14,24611569,Ardennes 1944: Hitler's Last Gamble,0,61
15,1736739,"Olive Kitteridge (Olive Kitteridge, #1)",0,61
16,10335318,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",0,61
17,89159,Judgment of Paris:  California vs. France and the Historic 1976 Paris Tasting That Revolutionized Wine,0,61
18,11654,Sabbath's Theater,0,61
19,72228,Intruder in the Dust,0,61
0,40493703,"De som dödar drömmar sover aldrig (Det stora århundradet, #8)",0,62
1,31295778,"Äkta amerikanska jeans (Det stora århundradet, #6)",3,62
2,26129508,Blå stjärnan,5,62
3,22728685,Att inte vilja se,4,62
4,18072892,Mellan rött och svart,5,62
5,28170940,"Lethal White (Cormoran Strike, #4)",0,62
6,72579,Alias Grace,0,62
7,31298544,Anne fra Bjørkely (Anne fra Bjørkely #1),0,62
8,22544764,Uprooted,0,62
9,36896898,Spinning Silver,0,62
10,35068705,"The Poppy War (The Poppy War, #1)",0,62
11,36187110,"Witchmark (The Kingston Cycle, #1)",0,62
12,35601772,Elysium Fire (Prefect Dreyfus Emergency #2),0,62
13,89195,"The Prefect (Prefect Dreyfus Emergency, #1)",0,62
14,37796866,Vox,0,62
15,36300687,French Exit,0,62
16,36301974,The Sober Diaries: How one woman stopped drinking and started living,0,62
17,18693612,Flight of the Sparrow,0,62
18,18143977,All the Light We Cannot See,0,62
19,13707734,The Swerve: How the World Became Modern,0,62
0,39872,Encyclopedia of an Ordinary Life,0,64
1,45169415,From the Desk of Zoe Washington,5,64
2,44064563,"When Life Gives You Pears: The Healing Power of Family, Faith, and Funny People",5,64
3,22292486,X,3,64
4,27882384,A Good Time for the Truth: Race in Minnesota,0,64
5,179064,"The Goose Girl (The Books of Bayern, #1)",5,64
6,36249638,How to Walk Away,4,64
7,10626594,The Scorpio Races,2,64
8,34273236,Little Fires Everywhere,5,64
9,40597810,Daisy Jones & The Six,3,64
10,44890080,My Wife Said You May Want to Marry Me: A Memoir,0,64
11,42201996,"Ask Again, Yes",4,64
12,37760346,"Desolation Mountain (Cork O'Connor, #17)",4,64
13,43923951,Such a Fun Age,4,64
14,18693763,Everything I Never Told You,3,64
15,81153,Briar Rose,4,64
16,48557824,The One and Only Bob,5,64
17,13529,March,0,64
18,310459,"Roll of Thunder, Hear My Cry (Logans, #4)",4,64
19,44108420,"The Confession Club (Mason, #3)",0,64
0,968,"The Da Vinci Code (Robert Langdon, #2)",0,65
1,41865,"Twilight (Twilight, #1)",1,65
2,24280,Les Misérables,0,65
3,2767052,"The Hunger Games (The Hunger Games, #1)",0,65
4,4671,The Great Gatsby,0,65
5,48855,The Diary of a Young Girl,0,65
6,1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5,65
7,2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5,65
8,6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",5,65
9,136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",5,65
10,5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5,65
11,15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",5,65
12,19448,"All-American Girl (All-American Girl, #1)",4,65
13,3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5,65
14,5139,"The Devil Wears Prada (The Devil Wears Prada, #1)",5,65
15,960,"Angels & Demons (Robert Langdon, #1)",5,65
0,201019,Hindi Dictionary,0,66
0,334176,"The Sparrow (The Sparrow, #1)",5,70
1,44778083,"House of Earth and Blood (Crescent City, #1)",0,70
2,63837,The Last Report on the Miracles at Little No Horse,0,70
3,51187948,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",0,70
4,44451858,Privileged Victims: How America's Culture Fascists Hijacked the Country and Elevated Its Worst People,0,70
5,49381341,"Peace Talks (The Dresden Files, #16)",0,70
6,174879,On Becoming a Person: A Therapist's View of Psychotherapy,0,70
7,45731096,Letter to a Suffering Church: A Bishop Speaks on the Sexual Abuse Crisis,0,70
8,44536210,The United States of Trump: How the President Really Sees America,0,70
9,42283322,The Conservative Sensibility,0,70
10,21996,The Devil in the White City,0,70
11,33574273,"A Wrinkle in Time (Time Quintet, #1)",0,70
12,684504,Missing Time,0,70
13,5659,The Wind in the Willows,4,70
14,1045811,Bless the Child,0,70
15,6340873,The Evolution of God,0,70
16,32439,Intensity,0,70
17,32423,Watchers,0,70
18,14995,"Odd Thomas (Odd Thomas, #1)",0,70
19,65948,From the Corner of His Eye,5,70
0,392297,"The Hard Goodbye (Sin City, #1)",0,72
1,3018469,"Breaking Dawn (Twilight, #4)",0,72
2,2650712,"Eclipse (Twilight, #3)",0,72
0,15923193,"The French Orphan (The French Orphan, #1)",0,76
1,12834648,Brood of Bones,0,76
2,17210256,"Sterling (Mageri, #1)",0,76
3,13638436,"Showtime (Marvelle Circus, #1)",0,76
4,17340457,"God, Science, and Reason: Finding the Light of God Amidst the Darkness of Atheism and Dogmatism",0,76
5,16056039,"Reassigned (Codename Fairy Godmother, #1)",0,76
6,17233050,"The Guardian of Threshold (Threshold, #1)",0,76
7,15793131,"Trinity Rising (The Wild Hunt, #2)",0,76
8,11051889,"The Fallen Star (Fallen Star, #1)",0,76
9,16104640,The Monster's Game,0,76
10,12617286,"The Culling (The Torch Keeper, #1)",0,76
11,16098313,"Destined (Destined, #1)",0,76
12,17453502,Flashy Fiction and Other Insane Tales 2,0,76
13,11373755,Saltwater Witch (Seaborn Trilogy #1),0,76
14,37442,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",4,76
15,8667848,"A Discovery of Witches (All Souls Trilogy, #1)",5,76
16,9378297,"Anna Dressed in Blood (Anna, #1)",0,76
17,10950924,The Dovekeepers,0,76
18,9361589,The Night Circus,5,76
0,6887749,سارق الفرح,0,78
0,12172,Memoirs of Hadrian,0,79
1,5129,Brave New World,4,79
2,7126,The Count of Monte Cristo,3,79
3,7624,Lord of the Flies,3,79
4,5470,1984,4,79
5,59145,Père Goriot,3,79
6,14662,The Red and the Black,4,79
7,88442,Austerlitz,4,79
8,80890,Buddenbrooks: The Decline of a Family,4,79
9,730376,Vertigo,4,79
10,551454,Tales of Hoffmann,5,79
11,153482,Cassandra: A Novel and Four Essays,4,79
12,223635,Mephisto,3,79
13,18212,Jacques the Fatalist,4,79
14,243381,Berlin Alexanderplatz,5,79
15,34440,Doctor Faustus,5,79
16,16634,The Glass Bead Game,4,79
17,88077,The Magic Mountain,5,79
18,17689,Franz Kafka's The Castle,4,79
19,35743,The Tin Drum,5,79
0,18512,"The Return of the King (The Lord of the Rings, #3)",4,86
1,15241,"The Two Towers (The Lord of the Rings, #2)",3,86
2,34,"The Fellowship of the Ring (The Lord of the Rings, #1)",3,86
3,6389257,The Death of Bunny Munro,2,86
4,6015333,How the Beatles Destroyed Rock 'n' Roll: An Alternative History of American Popular Music,0,86
5,1149440,Heavier Than Heaven: A Biography of Kurt Cobain,5,86
6,9439303,Life,0,86
7,14318,Chronicles: Volume One,0,86
8,11899,The Hours,3,86
9,23940,Junky,4,86
10,23955,Trainspotting,5,86
11,4271,About a Boy,3,86
12,41865,"Twilight (Twilight, #1)",2,86
13,6288,The Road,5,86
14,5759,Fight Club,0,86
15,32234,White Oleander,5,86
16,12232938,The Lovely Bones,4,86
17,16299,And Then There Were None,2,86
